厨房很臭。__eou__我把垃圾扔出去吧。__eou__	1	3 4	2 0
先生，我能帮您找点什么吗？__eou__我想为我女朋友买一枚订婚戒指。我知道她喜欢什么，但我也想给她一个特别的惊喜。__eou__我们有各种形状，尺寸，质量和价格范围，你知道挑选钻石的四个标准吗？__eou__知道的。是不是切割，清晰度，克拉和颜色。__eou__你很清楚嘛。告诉我你想要什么样的。__eou__嗯，我的价格范围是5000美元到7000美元，我在找一枚镶嵌宽一点的卵型钻石戒指。__eou__你很有品味。我给你看看我有什么款式。__eou__	1	2 1 2 1 2 1 3	0 0 0 0 0 0 4
你想搭便车回家吗？__eou__太好了。谢谢！__eou__	1	3 4	0 4
我想我也需要一些冰水。需要额外的费用吗？__eou__是的，水是50美分。__eou__很好。你能再给我一些餐巾纸吗？__eou__当然。你还需要什么吗？__eou__是的，我还要一些糖醋酱和胡椒粉。__eou__我会帮你把这些都放进袋子里。__eou__我欠你酱汁、胡椒粉和餐巾的钱吗？__eou__不，这些是免费的。__eou__	1	2 1 3 2 3 4 2 1	0 0 0 0 0 0 0 0
我想买腮红。你们还有桃红色的吗？__eou__嗯嗯，那确实是很美丽的颜色。这一季腮红很流行。还剩两个。__eou__太好了，我要一个。__eou__你听说我们这个月的特别促销活动吗？如果你买了18美元50美分任何雅顿产品，你会收到这个黑色扑克、一个口红，一个睫毛膏和两个白色阴影样品。__eou__哇，听起来很划算。我的面部润肤霜和爽肤水快用完了。你能帮我把这和腮红一起结算吗？__eou__可以啊，你还需要什么吗？__eou__哦，我差点忘了。周六是我妈妈的生日。我要再给她买点香奈儿。你能给我拿一瓶1.7盎司的香奈儿古龙水吗？__eou__嗯嗯，别客气。我会把香水包在礼盒里给你的。__eou__	1	2 1 1 2 1 2 3 4	0 0 4 0 4 0 0 4
这里是黄金出租车，需要帮忙吗？__eou__你能叫辆出租车来接我吗？__eou__当然可以，你在哪？__eou__我在第五街和马内街的拐角处。__eou__	1	2 3 2 1	0 0 0 0
好吧，很抱歉花了这么长时间。__eou__理解。__eou__今天电话一直响个不停。__eou__有些日子就是这样。__eou__	1	1 1 1 1	0 0 0 0
你好，我要叫辆出租车。__eou__大约要等16分钟。__eou__没关系。__eou__好的把你的地址给我。__eou__	1	3 4 1 3	0 0 0 0
汤姆现在有空吗？__eou__他占线了，你能等一下吗？__eou__好的。__eou__他马上就来。__eou__	1	2 3 4 1	0 0 0 0
汤姆在吗？__eou__（是，）请讲。__eou__	1	2 1	0 0
我可以试穿这件衣服吗？__eou__当然可以。（=好的。）__eou__	1	3 4	0 4
你吃完饭了吗？__eou__嗯嗯，吃完了。麻烦结一下帐。__eou__好的。你们准备好就可以找我了。__eou__你们收支票吗？__eou__不，很抱歉我们不接受。我们接受信用卡和现金。__eou__我身上没带现金，只好用信用卡了。__eou__谢谢，我马上回来。需要打包盒吗？我回来后可以给您带一些。__eou__嗯嗯，谢谢。__eou__	1	2 3 4 2 1 1 1 1	0 0 0 0 0 0 4 4
我想买一双黑色高跟鞋，来配我的晚礼服。可以给我看看你们都有什么吗?__eou__当然，我们有几种不同的款式供您选择。您想要多高的鞋跟?__eou__不要太高，也许一英寸或半英寸是最好的。__eou__那样的话，可能正好有双合适的。看看这双鞋，它们是意大利生产的，皮革非常柔软，因此您的脚趾不会受到挤压。您只要看一眼就知道它做的真的很好。__eou__真漂亮。有六号尺码的吗?__eou__有的，这个款式我们还有深蓝色和红色的。__eou__不用了，谢谢。我只想要一双黑色的。__eou__我到后面拿一下，很快就会回来。__eou__	1	3 2 1 1 2 1 1 1	0 0 0 0 0 0 0 4
你还好吗？__eou__我很好。我被这个悲惨的故事感动了。__eou__所以我现在可以说你一定很喜欢这部歌剧。你最喜欢哪个场景？__eou__我爱他们。但如果要我说一个是最喜欢的，那就是结局。__eou__是关于什么的？我忍不住睡着了。__eou__是吗？我没注意到。但你还是应该知道，因为你以前见过劳拉。__eou__我想我上次和她在一起时也做过同样的事。我是说睡着了。对我来说，这个没那么吸引人。__eou__那我怀疑你是否喜欢歌剧。__eou__我非常喜欢卡门。但我不介意你告诉我这件事。__eou__那好吧。那人年纪大了，手里拿着一朵玫瑰，正在拜访他妻子的坟墓。当他到那里时，他看到有人已经在她的墓上放了一朵玫瑰。__eou__非常令人印象深刻。我很喜欢女主角，她有着惊人的嗓音。__eou__我也是。每次她唱歌都会有热烈的掌声。__eou__掌声！这就是在演出中不断吵醒我的原因。__eou__这是一场完美的演出，有完美的灯光和音乐。太棒了！__eou__毫无疑问，上演“幻影秀”不是一件简单的事情。__eou__没错。__eou__	1	2 1 2 1 2 1 1 1 3 4 1 1 1 1 1 1	0 5 0 0 0 6 0 0 0 0 4 4 4 4 4 4
请给我支票好吗？__eou__好的。请稍等。__eou__	1	3 4	0 0
我不在的时候有电话找我吗？__eou__是的，你妻子和你的牙医打电话来了。__eou__谢谢你__eou__不客气！__eou__	1	2 1 1 1	0 0 4 4
你好，有什么事吗？__eou__嗯，我在找一些冬天的衣服。我注意到你们所有的冬季服装都有季前大减价。__eou__是的，所有东西都打七五折。__eou__有与这件毛衣相配的裙子吗？__eou__当然，我们有裙子和休闲裤，和这件毛衣很相配。我特别喜欢这条花裙子。今年很流行。__eou__我觉得那种绿色不适合我的肤色。这些裙子有黑色或棕褐色的吗？__eou__看你右边的架子。__eou__哦，看到了。告诉我试衣间在哪里。我等不及要试穿这个了。__eou__	1	2 1 1 2 1 2 1 1	0 0 0 0 0 0 0 4
需要我帮忙吗__eou__给我拿六块鸡块，一大份薯条和一大杯可乐。__eou__薯条还需要稍等几分钟，因为还没出锅。__eou__没关系。__eou__总共7美元。__eou__这是20美元。__eou__谢谢你。找给您13美元。把车开到停车场，两分钟后薯条就好了。__eou__谢谢__eou__	1	2 3 4 1 1 1 3 4	0 0 0 0 0 0 4 4
打扰一下，请问那辆自行车是你的吗？__eou__对。怎么了？__eou__我打算进入停车场时，我倒车不小心撞到了。__eou__我懂了。__eou__我真的很抱歉，我会面对现实的。__eou__你在哪里撞的？__eou__就在这里。看到划痕了吗？__eou__哦，嗯嗯，我现在看到了。__eou__	1	2 2 1 1 1 2 2 1	0 0 0 0 5 0 0 0
我们怎么去那儿？__eou__坐出租车吧。__eou__	1	2 1	0 0
嗨，抱歉让你久等了。__eou__没关系。__eou__你好吗？__eou__很好，你呢？__eou__	1	1 1 2 2	0 0 0 0
我妈给我买了个新的电子游戏。__eou__它是怎样的？__eou__主人公是个超级战士，必须和坏人搏斗才能找到宝藏。__eou__有哪些坏人？__eou__有很多！有俩很恐怖，巨型怪物和人体蜘蛛。__eou__哇！宝藏在哪呢？__eou__在地牢里，城堡下面。__eou__你怎么找到的？__eou__可难找了。但管他呢，今天放学后你可以来我家试试。__eou__太好了！__eou__	1	1 2 1 2 1 2 1 2 3 4	0 0 0 0 0 0 0 0 0 4
我昨天在迈克家玩了电子游戏。__eou__它是怎样的？__eou__真是太棒了。英雄，超级战士，都很勇敢，可以打败任何遇到的敌人，可以穿过隧道，在水下游泳，爬过桥。真令人兴奋！__eou__然后呢？__eou__我昨天向迈克借了。你要试试吗？__eou__太好了！__eou__	1	1 2 1 2 3 4	0 0 4 0 0 4
是苏夫人吗？__eou__然后呢？__eou__布朗先生一会儿就给你回电。__eou__好的，但告诉他我四点前才会到。__eou__	1	2 2 1 3	0 0 0 0
我的钱包丢了。__eou__很遗憾，你运气不好。__eou__	1	1 1	0 5
张先生，你还在吗？__eou__是的__eou__她能之后再给你回电话吗？她现在要开会了。__eou__好的。__eou__	1	2 1 3 4	0 0 0 0
我今晚要去酒吧。__eou__别喝醉了。__eou__	1	1 3	0 0
你好！我是李约翰，我的车修好了吗？__eou__让我开车试试。__eou__	1	2 1	0 0
你好！我是汤姆·史密斯。__eou__您好，史密斯先生，有什么事吗？__eou__我的录像机修好了吗？__eou__不，还要一个小时。__eou__	1	1 2 2 1	0 0 0 0
这条裙子太紧了。我想退货。我需要去客户服务台吗？__eou__我可以帮你。你带收据了吗？__eou__没有，这是我收到的生日礼物，吊牌还在裙子上。可以吗？__eou__哦，是的，那也可以。__eou__还有这种款式的裙子吗？我想找一件大一点的。__eou__我很抱歉。这个颜色的裙子已经卖完了。要不要我打电话给另一家问问有没有货？__eou__不用了，没关系。我看看别的。__eou__嗯，你的退款总额是50美元。__eou__	1	2 2 2 1 2 2 1 1	0 0 0 0 0 5 0 0
能帮我结账吗？__eou__很高兴为您服务，您需要的东西都齐了吗？__eou__是的，谢谢。__eou__总共200美元。需要记在西尔斯卡上吗？__eou__不用，我付现金。__eou__	1	3 2 1 2 1	0 0 4 0 0
本特书店。__eou__是的，我需要订购一大批韦氏词典。__eou__我们有几百本。__eou__大量购买的话会有折扣吗？__eou__	1	1 1 1 2	0 0 0 0
打扰一下，您能告诉我火车站在哪里吗？__eou__沿着这条路走两个街区就到了。__eou__	1	3 4	0 0
戴安娜花店，戴安娜·林的办公室，有什么能够帮到您的？__eou__戴安娜在吗？__eou__不，她出去吃午饭了。需要我留个口信吗？__eou__是的，请让她给约翰·史密斯回电话。__eou__好的，我会告诉她的。__eou__	1	2 2 2 3 4	0 0 0 0 0
你能叫辆出租车在下午1点前接我到机场吗。__eou__先生，您的地址是什么？__eou__我住在公园街323号。__eou__好的，12点15分会有人到的。__eou__你们的价格是多少？__eou__起步价是2美元，之后每四分之一英里35美分。__eou__我有四个很大的手提箱。这些能装在出租车里吗？__eou__装不下，我会派辆大一点的车来接你。__eou__	1	3 2 1 1 2 1 2 1	0 0 0 0 0 0 0 0
你能修好我的电脑吗？__eou__我试试看。__eou__	1	2 1	0 0
啊，哦！你受伤了吗？__eou__我不这么认为。我只是有点震惊。__eou__也许我最好叫辆救护车。__eou__不，不用麻烦了。我想我没事。__eou__你确定？__eou__是的，没关系。__eou__	1	2 1 3 4 2 1	0 0 0 0 0 0
出租车！__eou__你想去哪里？__eou__去火车站，麻烦快点。__eou__上车关门。__eou__你能开快点吗？__eou__对不起，这条路太堵了。__eou__但我没有时间可以浪费了。__eou__但我也没办法。__eou__我能在这下车吗？__eou__对不起，这里不能停。__eou__	1	3 2 3 4 3 4 1 1 3 4	0 0 0 0 0 5 0 0 0 5
我所有考试都过了，妈妈。__eou__真棒！__eou__	1	1 1	4 4
我可以和罗伯特讲话吗?__eou__这里没有叫这个名字的。__eou__是2517758吗?__eou__不，这里是2517759。__eou__哦，对不起。__eou__没关系。__eou__	1	3 4 2 1 1 1	0 0 0 0 5 0
请问汤姆在吗？__eou__打错号码了。__eou__这不是李的住处吗？__eou__不，不是。__eou__哦，对不起。__eou__	1	2 1 2 1 1	0 0 0 0 5
我们出去吃吧。__eou__好主意。__eou__	1	3 4	0 4
我两个，你一个。__eou__这不公平!__eou__	1	1 1	0 1
我可以和汤姆讲话吗？__eou__汤姆去吃午饭了。__eou__我一会再试。__eou__需要我提醒他给您回电吗？__eou__不用了，但他大概什么时候回来？__eou__大概40分钟以后。__eou__	1	3 4 1 3 2 1	0 0 0 0 0 0
喂，约翰在吗？__eou__不，他不在。我可以留个口信吗？__eou__可以，你能让他回来给我电话吗？__eou__好的，你叫什么名字？__eou__	1	2 3 4 2	0 0 0 0
我吃不完这块牛排。__eou__没关系。__eou__	1	1 1	0 0
爸爸，我们怎么去动物园？__eou__我们可以坐公共汽车去那里。__eou__这辆公共汽车去那里吗？__eou__我认为是这样。__eou__我们进去吧，爸爸。__eou__不，太拥挤了。__eou__爸爸。又来了一辆公共汽车。__eou__好的。我们上车吧。哦，不，朱迪！快下车！__eou__为什么？爸爸？__eou__我们上错车了。__eou__	1	2 1 2 1 3 4 1 3 2 1	0 0 0 0 0 0 0 0 0 0
我想找罗伯特。__eou__罗伯特现在不在。__eou__我应该什么时候再打来?__eou__3点30分左右。__eou__	1	3 4 2 1	0 0 0 0
我找不到钥匙。__eou__上次你在哪里看到它的？__eou__	1	1 2	0 0
你能帮我转接到玛丽·史密斯的酒店房间吗？__eou__史密斯夫人还没有办理入住。__eou__你能留个口信让她给办公室打电话吗？__eou__是的，我会让她在登记入住时给她留口信。__eou__	1	3 4 3 4	0 0 0 0
我可以和汤姆讲话吗？__eou__他现在和别人在一起，你能等一下吗？__eou__	1	2 3	0 0
去市区最好的路是什么？__eou__我想一下。视情况而定。__eou__视情况而定？取决于什么？__eou__如果你赶时间，你应该坐出租车。__eou__那贵吗？__eou__是的，非常贵。信不信由你，这要花你一百多美元。__eou__我并不特别着急。__eou__那就乘公共汽车吧。你只要花5美元。__eou__还不错。__eou__	1	2 1 2 1 2 1 1 3 4	0 0 0 0 0 0 0 0 0
这样打开电脑就可以。__eou__我懂了。__eou__	1	1 1	0 0
我可以和林玛丽通话吗?__eou__很抱歉玛丽现在不在。__eou__她什么时候回来?__eou__你今天下午再打来好吗？__eou__	1	3 4 2 3	0 0 0 0
走吧！__eou__去哪里？__eou__	1	3 2	0 0
有人吗，请接电话。__eou__知道了。__eou__	1	3 4	0 0
我可以抽烟吗？__eou__请讲。__eou__	1	2 1	0 0
你要去哪里？__eou__去办公室，我马上回来。__eou__	1	2 1	0 0
杰西，恐怕我今晚不能回家吃晚饭了。__eou__又不回家吃饭了？这是本周第三次了！__eou__对不起。我们公司刚刚开业。总是有太多的事情要处理。你知道的。__eou__你不必解释。随便你。__eou__对不起。我向你保证，周末我会花些时间和你在一起。我保证。__eou__等着看吧。__eou__谢谢你的理解。我保证我会补偿你的。__eou__	1	1 1 1 1 1 1 1	0 1 5 0 0 0 4
山姆，你得原谅我。__eou__原谅你什么？__eou__我用了你的电脑。恐怕我不小心删掉了你的个人档案。__eou__不！你在开玩笑吧？__eou__恐怕没有。我道歉。__eou__真不敢相信！我所有重要的个人文件都存储在那台电脑里。这不是闹着玩的事。__eou__我告诉过你我很抱歉。我能做些什么来补偿你？__eou__你确实应该道歉！再也不要用我的电脑了！你现在什么都不能做，太晚了！__eou__	1	3 2 1 2 1 1 2 1	0 0 0 6 5 1 5 1
今天看起来天气不错。__eou__很好，我们开车去兜风吧。__eou__好的，我把车从车库里弄出来。__eou__太好了。__eou__	1	1 3 4 1	0 4 0 4
吉姆，你能帮我个忙吗？__eou__当然，你说吧，有什么事吗？__eou__我的车启动有问题。你能帮我看一下吗？__eou__举手之劳，这都是小菜一碟。__eou__你确定？__eou__当然。我是个很优秀的机械师。__eou__谢谢你帮我。我很感激。__eou__不客气。__eou__	1	3 2 3 4 2 1 1 1	0 0 0 0 0 0 4 4
今晚你能帮我照看孩子吗？__eou__我很乐意。__eou__	1	3 4	0 4
你怎么把钢琴弄到这儿来的？__eou__会很辛苦。__eou__你从来没有自己做过。__eou__我们三个人才搬过来。__eou__	1	2 1 1 1	0 0 0 0
听起来鲍勃好像要起床了。__eou__他昨晚几点进来的？__eou__凌晨2点以后。__eou__他和谁出去了？__eou__	1	1 2 1 2	0 0 0 0
你准备好离开了吗？__eou__等一下。__eou__	1	2 1	0 0
别那么做。你在自找麻烦。__eou__我不在乎。__eou__	1	3 4	0 0
我们买吗？__eou__这完全取决于你。__eou__但如果你是我？__eou__如果我是你，我会买的。__eou__	1	3 4 2 1	0 0 0 0
该睡觉了。__eou__但是妈妈，我们电影还没看完呢。__eou__我不管，明早要上课。__eou__再看10分钟。__eou__	1	3 4 1 3	0 5 0 0
你在吃什么？__eou__米饭。__eou__为什么？__eou__因为对你有好处。__eou__	1	2 1 2 1	0 0 0 0
我们今晚出去好吗？__eou__可以，我们去乔的迪斯科舞厅。__eou__我们最好先问问爸爸。__eou__好吧，但是你问他。__eou__	1	3 4 3 4	0 0 0 0
我给你做晚饭。__eou__别太麻烦了。__eou__	1	1 3	0 0
我来帮你吧。__eou__非常感谢。__eou__你真不应该自己抬。__eou__我知道，但是没人帮我。__eou__	1	3 4 3 4	0 4 0 0
我们出去吃吧。__eou__为什么？__eou__	1	3 4	0 0
你怎么不出去？__eou__外面下着倾盆大雨。__eou__	1	2 1	0 0
你明天要做什么？__eou__我要去工作了。__eou__你什么时候回家？__eou__六点钟左右。__eou__	1	2 1 2 1	0 0 0 0
把衣服晾出去。__eou__但是下雨了。__eou__	1	3 4	0 0
你打麻将吗？__eou__偶尔。__eou__	1	2 1	0 0
你真臭！__eou__我去洗个澡。__eou__	1	3 4	2 0
我做饭了，所以……__eou__好的！我来洗碗。__eou__	1	3 4	0 0
你好，布朗先生。__eou__你好。你能帮助我吗？__eou__可以，我是来帮你修水管的。__eou__很好，请进。__eou__	1	1 3 4 3	0 0 0 4
公共汽车来了。__eou__总算来了。__eou__	1	1 1	0 0
我想要这款鞋黑色的。__eou__没问题，先生，我到仓库里找找。__eou__行。__eou__恐怕没有您的尺码。__eou__	1	3 4 1 1	0 0 0 0
起来，懒骨头！__eou__等一下。__eou__	1	3 4	0 0
我们开始装饰卧室吧？__eou__我已经开始了。__eou__什么时候？__eou__今天下午。__eou__	1	3 4 2 1	0 0 0 0
这个多少钱？__eou__你是说大的还是小的？__eou__大的那个。__eou__这一款这周有特别活动。已经减到五美元了。__eou__你这儿只有这一种吗？__eou__不是。我们有一些款式不同的，但颜色都一样的，在那边。你看到牌子了吗？__eou__哦，看到了。那我先看看那边的再决定。__eou__好的。不用着急。__eou__	1	2 2 1 1 2 2 1 3	0 0 0 0 0 0 0 0
你今天为什么呆在家里？__eou__我今天休息。__eou__	1	2 1	0 0
我手机没电了。__eou__于是你就不回我电话吗？__eou__我也没有别的手机。__eou__没关系。__eou__	1	1 2 1 1	0 0 0 0
有医生吗？__eou__没有。__eou__你能叫救护车吗？__eou__当然，发生什么事了？__eou__	1	2 1 3 2	0 0 0 0
你能帮我吗？__eou__当然可以，有什么问题呢？__eou__你能给我的朋友照张相吗？__eou__当然。__eou__	1	3 2 3 4	0 0 0 0
你刚刚闯了红灯。__eou__有吗？__eou__	1	1 2	0 0
你先加洗衣粉，然后再加衣服。__eou__我想你以前做过这个？__eou__是的，在过去的20年里。__eou__可以。__eou__	1	1 2 1 1	0 0 0 4
下午好，先生。你想喝茶吗？__eou__我想喝杯咖啡。__eou__当然可以，先生，您要加牛奶和糖吗？__eou__要的，谢谢。牛奶和两块糖。__eou__	1	3 4 3 4	0 0 0 0
他开得太慢了。__eou__超他的车。__eou__	1	1 3	0 0
我昨晚住在鲍勃家。__eou__我很担心你在哪儿。__eou__我想我应该告诉你的。__eou__是的，你应该这么做。__eou__	1	1 1 1 1	0 0 0 1
你今晚回家晚吗？__eou__嗯嗯，我得加班。__eou__	1	2 1	0 0
嗨，鲍勃，你今晚几点回家？__eou__我很晚回来。__eou__为什么？有什么问题吗？__eou__我和总经理有个会议。__eou__	1	2 1 2 1	0 0 0 0
安娜，你想跳舞吗？__eou__我很想，但我舞跳得很烂。恐怕我会踩到你的脚。__eou__别担心。我来教你怎么做。这是小菜一碟。__eou__非常感谢。我会尽力的。__eou__	1	3 4 1 1	0 0 0 4
乔迪，我今天必须和吉姆取得联系，但我忘了他的地址和电话号码。__eou__别担心。我这里有他的呼机号码。__eou__真的？你帮了我很多。非常感谢。__eou__别客气。没什么。__eou__	1	1 1 1 1	0 0 4 0
鸡肉怎么样？__eou__很好吃。__eou__	1	2 1	0 4
你好，请问我能和艾莉森通话吗？__eou__我很抱歉，他现在出去了。__eou__他大概什么时候回来呢？__eou__我想他至少一小时后才会回来。__eou__我可以留个口信吗？__eou__嗯，当然可以。__eou__你能让他回来后给克里斯打电话吗？__eou__好的，他知道你的电话号码吗？__eou__恐怕他不知道。我的手机是139-2477-4026。__eou__13924774026 . 好的。谢谢你打电话来。哦，等一下，门口有个人可能是他，你稍等一下。__eou__	1	3 4 2 1 3 4 3 2 1 1	0 0 0 0 0 0 0 0 0 4
欢迎回来。__eou__回家真好。__eou__	1	1 1	0 4
到湖边公园怎么走？__eou__坐7路巴士。前面就有个站点。__eou__巴士可以直接带我到公园对吗？__eou__是的，不需要换乘。__eou__	1	2 1 2 1	0 0 0 0
我回家吃午饭。__eou__你还有多久？__eou__只要1小时了。__eou__好吧，我给你做点吃的。__eou__	1	1 2 1 1	0 0 0 0
玛丽在吗？__eou__玛丽现在不在，她和她妈妈去买东西了。__eou__如果我今天晚上十点左右再打电话会不会太晚了？__eou__没关系。我们不早睡。__eou__	1	3 4 2 1	0 0 0 0
你好。请原谅我。你知道这附近有没有商业银行吗？__eou__有，沿着北京路一直走，然后右转。__eou__一直往前走，然后右转。很远吗？__eou__不，只要几分钟。__eou__非常感谢。__eou__不客气__eou__	1	2 1 2 1 1 1	0 0 0 0 4 4
我们破产了。__eou__我简直不敢相信。__eou__	1	1 1	0 6
我打碎了妈妈的花瓶。__eou__她会杀了你的。__eou__	1	1 1	0 0
我在哪能买到一本好小说？__eou__街对面有一家书店。__eou__	1	2 1	0 0
洗衣机又坏了。__eou__这不是我的错。__eou__	1	1 1	1 0
我请你吃饭。__eou__别傻了。我们各付各的吧。__eou__	1	3 4	0 0
这是从哪里来的？__eou__我不知道。__eou__	1	2 1	0 0
请你把烟熄了好吗？我觉得恶心。__eou__是吗？好吧，我没问题。__eou__非常感谢。__eou__但我也希望你能帮我个忙。__eou__什么__eou__你应该用更好的除臭剂。__eou__对不起！__eou__	1	3 4 1 3 2 3 4	0 0 0 0 0 0 6
我可以搭你的车吗？__eou__没问题；只是车子有点旧。__eou__哦，你真好！__eou__上来吧。__eou__	1	3 4 1 3	0 0 0 0
请给我8美元。__eou__这是10美元。 不用找了。__eou__	1	3 4	0 0
这些是新款。__eou__让我看下。__eou__喜欢就试下。__eou__我喜欢面料，但不喜欢款式。__eou__那边那个怎么样？__eou__颜色太亮了。__eou__	1	1 1 3 4 2 1	0 0 0 0 0 0
感谢致电双胞胎剧院。__eou__下一场《阿甘正传》什么时候开始？__eou__下一场是两点钟。__eou__再下一场呢？__eou__	1	1 2 1 2	0 0 0 0
有羊毛袜吗？__eou__有。我们有各种材质的袜子。这些袜子是进口羊毛的。__eou__你能保证质量吗？__eou__当然能。__eou__裤袜在哪里？__eou__在这里。我们这里有黑色，白色和肉色的裤袜。__eou__	1	2 1 2 1 2 1	0 0 0 0 0 0
你们有新出炉的甜甜圈出售吗？__eou__他们将在半小时内出炉。你还需要什么吗？__eou__是的，我还要五个羊角面包。__eou__3美元40美分。__eou__	1	2 2 1 1	0 0 0 0
这些鞋有7号的吗？__eou__有的。我给你拿一双。__eou__	1	2 1	0 0
能不能换第五频道啊。__eou__为什么？__eou__我想看那个频道在放什么节目。__eou__哦，好的。__eou__在放足球赛。__eou__比起足球，我更喜欢看电视剧。__eou__好的，你能把声音关小点吗？__eou__你打算怎么做？__eou__我要听收音机。__eou__我们还是一起看电视吧，多有意思。__eou__	1	3 2 1 4 1 1 3 2 1 4	0 0 0 0 0 0 0 0 0 0
打扰一下，你能给我看看柜台里的景泰蓝手镯吗？__eou__当然。我来给你拿。__eou__你能给我看看这个吗？__eou__没问题。这个是纯金做的。__eou__我觉得景泰蓝手镯更漂亮。__eou__你说得对。这个更便宜，但更漂亮。__eou__过一段时间后光泽会消失吗？__eou__不，我们保证质量完好。__eou__好的，我能试戴一下吗？__eou__当然，镜子就在这儿。__eou__	1	3 4 3 4 1 1 2 1 3 4	0 0 0 0 0 0 0 0 0 0
妈妈，我能熬夜到十一点吗？__eou__不。现在就去睡觉。__eou__	1	3 4	0 0
我可以和彼得讲话吗？__eou__请问你哪位？__eou__	1	3 2	0 0
